k;Avg Maxflow;Aug paths;Time
15;40547;5003;139602
15;40416;4995;132292
15;43955;5508;140792
15;30535;3934;97942.9
15;28531;3476;84147.4
15;50132;6548;162663
15;18050;2514;61954.6
15;47615;5652;150250
15;12950;1695;42517.9
15;65975;8552;218072
16;80647;8225;501207
16;74690;7721;518225
16;50163;5628;353091
16;71401;7399;435420
16;52732;5244;309133
16;50051;5564;324458
16;28116;3173;197329
16;134855;13330;742815
16;104273;10166;584133
16;23434;2608;148683
