k;i;Max match;Time
5;5;32;0
5;5;32;0.998
5;5;32;0
5;5;31;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;31;0.997
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;30;0
5;5;32;0
5;5;32;0
5;5;32;0.997
5;5;32;0
5;5;32;0
5;5;31;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0.997
5;5;32;0
5;5;32;0
5;5;31;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;31;0
5;5;31;0
5;5;32;0.996
5;5;31;0
5;5;32;0
5;5;31;0
5;5;32;0
5;5;31;0
5;5;32;0
5;5;32;0
5;5;32;0.936
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0.986
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;31;0
5;5;32;0
5;5;32;0
5;5;31;0
5;5;32;0
5;5;31;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;31;0
5;5;32;0
5;5;32;0
5;5;31;0.998
5;5;31;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;31;0
5;5;31;0
5;5;32;0
5;5;31;0.997
5;5;32;0
5;5;32;0
5;5;32;0
5;5;31;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0.998
5;5;31;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0.998
5;5;32;0
5;5;31;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0.997
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0.996
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;1.061
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0.987
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;31;0
5;5;31;0.997
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;1.012
5;5;32;0
5;5;32;0
5;5;31;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0.98
5;5;32;0
5;5;31;0
5;5;31;0
5;5;32;0
5;5;32;0
5;5;32;0.998
5;5;32;0
5;5;32;0
5;5;32;0
5;5;31;0
5;5;32;0
5;5;32;0
5;5;31;0
5;5;32;0
5;5;32;0.999
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0.995
5;5;32;0
5;5;32;0
5;5;32;0
5;5;32;0
6;1;41;0
6;1;40;0
6;1;44;0
6;1;38;0
6;1;41;0
6;1;43;0
6;1;40;0
6;1;40;0
6;1;40;0
6;1;40;0
6;1;39;0
6;1;39;0
6;1;39;0
6;1;46;0
6;1;39;1.025
6;1;40;0
6;1;36;0
6;1;39;0
6;1;41;0
6;1;41;0
6;1;42;0
6;1;41;0
6;1;39;0
6;1;42;0
6;1;42;0
6;1;42;0
6;1;39;0
6;1;42;0
6;1;41;0
6;1;39;0.998
6;1;39;0
6;1;38;0
6;1;43;0
6;1;34;0
6;1;42;0
6;1;38;0
6;1;45;0
6;1;42;0
6;1;36;0
6;1;45;0
6;1;45;0
6;1;38;0
6;1;46;0
6;1;39;0.969
6;1;40;0
6;1;40;0
6;1;44;0
6;1;45;0
6;1;37;0
6;1;42;0
6;1;41;0
6;1;41;0
6;1;46;0
6;1;42;0
6;1;43;0
6;1;42;0
6;1;38;0
6;1;38;0
6;1;40;0
6;1;41;0
6;1;44;0
6;1;37;0
6;1;41;0
6;1;43;0
6;1;37;0
6;1;42;0
6;1;37;0
6;1;39;0
6;1;37;0
6;1;41;0
6;1;36;0
6;1;43;0
6;1;41;0
6;1;42;1.024
6;1;42;0
6;1;40;0
6;1;45;0
6;1;44;0
6;1;44;0
6;1;41;0
6;1;43;0
6;1;40;0
6;1;42;0
6;1;42;0
6;1;44;0
6;1;43;0
6;1;42;0
6;1;39;0
6;1;43;0
6;1;39;0
6;1;37;0
6;1;45;0
6;1;43;0
6;1;37;0
6;1;41;0
6;1;45;0
6;1;37;0
6;1;39;0
6;1;39;0
6;1;44;0
6;1;41;0
6;1;44;0.998
6;1;41;0
6;1;40;0
6;1;39;0
6;1;43;0
6;1;41;0
6;1;41;0
6;1;37;0
6;1;39;0
6;1;33;0
6;1;38;0
6;1;43;0
6;1;40;0
6;1;40;0
6;1;36;0
6;1;41;1.029
6;1;43;0
6;1;41;0
6;1;38;0
6;1;40;0
6;1;37;0
6;1;38;0
6;1;41;0
6;1;43;0
6;1;44;0
6;1;40;0
6;1;41;0
6;1;49;0
6;1;41;0
6;1;41;0
6;1;42;0.965
6;1;37;0
6;1;41;0
6;1;42;0
6;1;37;0
6;1;42;0
6;1;45;0
6;1;41;0
6;1;47;0
6;1;43;0
6;1;38;0
6;1;43;0
6;1;36;0
6;1;40;0
6;1;43;0
6;1;48;0.999
6;1;40;0
6;1;43;0
6;1;37;0
6;1;39;0
6;1;40;0
6;1;39;0
6;1;47;0
6;1;43;0
6;1;38;0
6;1;39;0
6;1;41;0
6;1;42;0
6;1;39;0
6;1;44;0
6;1;37;0
6;1;41;0
6;1;39;0
6;1;40;0
6;1;42;0
6;1;37;0
6;1;42;0
6;1;41;0
6;1;45;0
6;1;42;0
6;1;38;0
6;1;42;0
6;1;38;0
6;1;41;0
6;1;40;0.891
6;1;38;0
6;1;38;0
6;1;39;0
6;1;40;0
6;1;41;0
6;1;38;0
6;1;42;0
6;1;42;0
6;1;39;0
6;1;41;0
6;1;40;0
6;1;40;0
6;1;45;0
6;1;44;0
6;1;40;0
6;1;40;0
6;1;40;0
6;1;43;0
6;1;44;0
6;1;40;0
6;1;42;0
6;1;46;0
6;1;43;0
6;1;44;0
6;1;42;0
6;1;38;0
6;1;41;0
6;1;41;0
6;1;37;0
6;1;38;0
6;1;41;0
6;1;43;0
6;1;39;0
6;1;42;0
6;1;40;0
6;1;40;0
6;1;41;0
6;1;41;0
6;1;38;0
6;1;39;0
6;1;43;0
6;1;42;0
6;1;39;0
6;1;44;0
6;1;40;0
6;1;42;0.998
6;1;43;0
6;1;44;0
6;1;39;0
6;1;42;0
6;1;36;0
6;1;44;0
6;1;37;0
6;1;42;0
6;1;39;0
6;1;40;0
6;1;39;0
6;1;39;0
6;1;44;0
6;1;39;0.969
6;1;39;0
6;1;46;0
6;1;37;0
6;1;38;0
6;1;41;0
6;1;40;0
6;1;40;0
6;1;42;0
6;1;43;0
6;1;40;0
6;1;43;0
6;1;39;0
6;1;43;0
6;1;41;0
6;1;38;0
6;1;38;0.998
6;1;41;0
6;1;37;0
6;1;40;0
6;1;41;0
6;1;43;0
6;1;42;0
6;1;45;0
6;1;41;0
6;1;43;0
6;1;40;0
6;1;40;0
6;1;41;0
6;1;43;0
6;1;41;0
6;1;39;0
6;1;47;0
6;1;41;0
6;1;46;0
6;1;41;0
6;1;41;0
6;1;40;0
6;1;40;0
6;1;40;0
6;1;38;0
6;1;42;0
6;1;42;0.997
6;1;46;0
6;1;42;0
6;1;43;0
6;1;40;0
6;1;44;0
6;1;40;0
6;1;41;0
6;1;39;0
6;1;41;0
6;1;39;0
6;1;43;0
6;1;38;0
6;1;40;0
6;1;40;0
6;1;42;0
6;1;40;0
6;1;44;0
6;1;45;0
6;1;42;0
6;1;38;0
6;1;42;0
6;1;43;0
6;1;41;0
6;1;42;0
6;1;43;0
6;1;42;0
6;1;43;0
6;1;45;1.025
6;1;39;0
6;1;41;0
6;1;38;0
6;1;42;0
6;1;42;0
6;1;42;0
6;1;42;0
6;1;44;0
6;1;43;0
6;1;37;0
6;1;42;0
6;1;42;0
6;1;41;0
6;1;39;0
6;1;44;0
6;1;43;0
6;1;39;0
6;1;43;1.169
6;1;36;0
6;1;38;0
6;1;38;0
6;1;43;0
6;1;40;0
6;1;44;0
6;1;39;0
6;1;45;0
6;1;41;0
6;1;43;0
6;1;38;0
6;1;37;0
6;1;40;0
6;1;40;0
6;1;41;0
6;1;45;0
6;1;40;0
6;1;42;0
6;1;41;0
6;1;35;0
6;1;44;0
6;1;44;0
6;1;42;0
6;1;43;0.997
6;1;37;0
6;1;40;0
6;1;43;0
6;1;39;0
6;1;40;0
6;1;37;0
6;1;43;0
6;1;44;0
6;1;41;0
6;1;43;0
6;1;39;0
6;1;35;0
6;1;38;0
6;1;38;0
6;1;42;0
6;1;44;0
6;1;43;0
6;1;38;0.997
6;1;40;0
6;1;44;0
6;1;43;0
6;1;38;0
6;1;40;0
6;1;37;0
6;1;42;0
6;1;38;0
6;1;38;0
6;1;43;0
6;1;37;0.97
6;1;43;0
6;1;43;0
6;1;39;0
6;1;41;0
6;1;34;0
6;1;43;0
6;1;40;0
6;1;41;0
6;1;36;0
6;1;40;0
6;1;43;0
6;1;42;0
6;1;44;0
6;1;41;0
6;1;38;0
6;1;45;0
6;1;40;0
6;1;40;0
6;1;39;0
6;1;42;0
6;1;42;0
6;1;40;0
6;1;41;0
6;1;43;0
6;1;40;0
6;1;41;0
6;1;43;0.978
6;1;44;0
6;1;41;0
6;1;39;0
6;1;40;0
6;1;40;0
6;1;45;0
6;1;42;0
6;1;43;0
6;1;40;0
6;1;40;0
6;1;42;0
6;1;42;0
6;1;43;0
6;1;42;0
6;1;44;0
6;1;40;0
6;1;45;0
6;1;41;0
6;1;41;0
6;1;41;0.997
6;1;40;0
6;1;43;0
6;1;41;0
6;1;42;0
6;1;43;0
6;1;39;0
6;1;43;0
6;1;42;0
6;1;41;0
6;1;42;0
6;1;42;0
6;1;44;0
6;1;41;0
6;1;41;0
6;1;38;0
6;1;43;0
6;1;38;1.157
6;1;40;0
6;1;44;0
6;1;41;0
6;1;38;0
6;1;42;0
6;1;44;0
6;1;41;0
6;1;33;0
6;1;42;0
6;1;39;0
6;1;41;0
6;1;41;0
6;1;39;0
6;1;43;0.973
6;1;40;0
6;1;38;0
6;1;41;0
6;1;42;0
6;1;41;0
6;1;39;0
6;1;43;0
6;1;39;0
6;1;41;0
6;1;39;0
6;1;41;0
6;1;39;0
6;1;42;0
6;1;45;0
6;1;39;0
6;1;43;0
6;1;38;0
6;1;45;0
6;1;45;0
6;1;39;0
6;1;45;0
6;1;43;0
6;1;40;0
6;1;42;0
6;1;40;0
6;1;40;0
6;1;41;0
6;1;41;0.997
6;1;43;0
6;1;40;0
6;1;43;0
6;1;42;0
6;1;40;0
6;1;40;0
6;1;44;0
6;1;42;0
6;1;41;0
6;1;39;0
6;1;41;0
6;1;40;0.997
6;1;45;0
6;1;42;0
6;1;41;0
6;1;39;0
6;1;41;0
6;2;55;0
6;2;52;0
6;2;52;0
6;2;52;0
6;2;57;0.999
6;2;52;0
6;2;57;0
6;2;55;0
6;2;57;0
6;2;49;0
6;2;55;0
6;2;52;0
6;2;54;0.997
6;2;55;0
6;2;52;0
6;2;53;0
6;2;51;0
6;2;53;0
6;2;53;0
6;2;54;0
6;2;57;0.998
6;2;54;0
6;2;51;0
6;2;53;0
6;2;59;0
6;2;57;0
6;2;57;0
6;2;50;0.998
6;2;53;0
6;2;54;0
6;2;55;0
6;2;51;0
6;2;55;0
6;2;51;0
6;2;51;0
6;2;56;1.027
6;2;54;0
6;2;54;0
6;2;54;0
6;2;56;0
6;2;55;0
6;2;53;0
6;2;53;0
6;2;56;0.967
6;2;54;0
6;2;54;0
6;2;55;0
6;2;55;0
6;2;55;0
6;2;53;0
6;2;55;0.997
6;2;54;0
6;2;54;0
6;2;53;0
6;2;54;0
6;2;56;0
6;2;53;0
6;2;51;0
6;2;55;0.997
6;2;55;0
6;2;54;0
6;2;52;0
6;2;52;0
6;2;50;0
6;2;54;0
6;2;56;0
6;2;54;0
6;2;55;0
6;2;49;0
6;2;52;0
6;2;50;0
6;2;52;0.999
6;2;53;0
6;2;54;0
6;2;55;0
6;2;53;0
6;2;52;0
6;2;53;0
6;2;55;0.995
6;2;52;0
6;2;52;0
6;2;59;0
6;2;50;0
6;2;53;0
6;2;55;0.997
6;2;54;0
6;2;50;0
6;2;50;0
6;2;55;0
6;2;54;0
6;2;54;0
6;2;56;0
6;2;54;0
6;2;52;0
6;2;58;0
6;2;56;0
6;2;55;0
6;2;53;0
6;2;53;0
6;2;50;0
6;2;58;0
6;2;53;0
6;2;52;0
6;2;55;0
6;2;54;0
6;2;54;0
6;2;52;0.998
6;2;57;0
6;2;57;0
6;2;57;0
6;2;52;0
6;2;54;0
6;2;55;0
6;2;51;0.997
6;2;57;0
6;2;54;0
6;2;54;0
6;2;54;0
6;2;56;0
6;2;53;0
6;2;56;0.997
6;2;54;0
6;2;57;0
6;2;55;0
6;2;55;0
6;2;53;0
6;2;54;0
6;2;54;0
6;2;56;0.997
6;2;54;0
6;2;53;0
6;2;53;0
6;2;53;0
6;2;56;0
6;2;56;0
6;2;54;0
6;2;55;0.997
6;2;54;0
6;2;55;0
6;2;54;0
6;2;60;0
6;2;57;0
6;2;55;0.999
6;2;53;0
6;2;54;0
6;2;56;0
6;2;56;0
6;2;53;0
6;2;52;0
6;2;54;0.996
6;2;52;0
6;2;54;0
6;2;56;0
6;2;54;0
6;2;52;0
6;2;53;0
6;2;56;0
6;2;53;0.998
6;2;51;0
6;2;56;0
6;2;54;0
6;2;55;0
6;2;52;0
6;2;58;0
6;2;56;0
6;2;56;0.997
6;2;55;0
6;2;50;0
6;2;54;0
6;2;53;0
6;2;56;0
6;2;55;0
6;2;53;0.997
6;2;53;0
6;2;54;0
6;2;55;0
6;2;53;0
6;2;51;0
6;2;51;0
6;2;53;0
6;2;51;0.998
6;2;52;0
6;2;56;0
6;2;54;0
6;2;53;0
6;2;54;0
6;2;54;0
6;2;54;0.939
6;2;58;0
6;2;52;0
6;2;52;0
6;2;54;0
6;2;52;0
6;2;53;0
6;2;52;0
6;2;53;0.99
6;2;54;0
6;2;57;0
6;2;54;0
6;2;55;0
6;2;59;0
6;2;55;0
6;2;59;0.997
6;2;54;0
6;2;56;0
6;2;53;0
6;2;52;0
6;2;50;0
6;2;55;0
6;2;54;0
6;2;54;0.997
6;2;54;0
6;2;51;0
6;2;50;0
6;2;51;0
6;2;53;0
6;2;53;0
6;2;54;0
6;2;52;1.001
6;2;54;0
6;2;55;0
6;2;55;0
6;2;54;0
6;2;54;0
6;2;49;0
6;2;52;0
6;2;53;0
6;2;53;0
6;2;53;0
6;2;52;0
6;2;56;0
6;2;54;0
6;2;52;0
6;2;54;0
6;2;52;0.969
6;2;56;0
6;2;57;0
6;2;53;0
6;2;53;0
6;2;57;0
6;2;58;0
6;2;55;0
6;2;54;0.998
6;2;57;0
6;2;57;0
6;2;53;0
6;2;52;0
6;2;54;0
6;2;52;0
6;2;53;0
6;2;58;0
6;2;52;0
6;2;53;0
6;2;56;0
6;2;57;0
6;2;53;0.999
6;2;55;0
6;2;50;0
6;2;53;0
6;2;50;0
6;2;55;0.997
6;2;58;0
6;2;56;0
6;2;54;0
6;2;55;0
6;2;58;0
6;2;52;0.998
6;2;53;0
6;2;56;0
6;2;55;0
6;2;53;0
6;2;53;0
6;2;55;0
6;2;57;0
6;2;54;0
6;2;57;0
6;2;55;0
6;2;51;0.997
6;2;53;0
6;2;53;0
6;2;53;0
6;2;53;0
6;2;55;0
6;2;58;0.997
6;2;55;0
6;2;56;0
6;2;57;0
6;2;53;0
6;2;55;0
6;2;51;0
6;2;55;0
6;2;52;0
6;2;56;0
6;2;57;0
6;2;54;0
6;2;52;0
6;2;54;0
6;2;55;0
6;2;56;0
6;2;52;0
6;2;49;0
6;2;51;0
6;2;55;0
6;2;53;0
6;2;53;0
6;2;56;0
6;2;52;0
6;2;58;0.997
6;2;55;0
6;2;55;0
6;2;54;0
6;2;55;0
6;2;53;0.997
6;2;53;0
6;2;53;0
6;2;54;0
6;2;52;0
6;2;53;0
6;2;51;0.998
6;2;57;0
6;2;54;0
6;2;53;0
6;2;53;0
6;2;52;0
6;2;51;0.997
6;2;54;0
6;2;56;0
6;2;51;0
6;2;51;0
6;2;52;0
6;2;56;0.997
6;2;53;0
6;2;53;0
6;2;53;0
6;2;55;0
6;2;51;0
6;2;55;0.998
6;2;54;0
6;2;52;0
6;2;57;0
6;2;57;0
6;2;55;0
6;2;54;0
6;2;54;0
6;2;56;0
6;2;56;0
6;2;56;0
6;2;57;0.997
6;2;55;0
6;2;56;0
6;2;55;0
6;2;54;0
6;2;56;0
6;2;55;0.998
6;2;56;0
6;2;52;0
6;2;57;0
6;2;55;0
6;2;52;0
6;2;51;0.997
6;2;55;0
6;2;54;0
6;2;51;0
6;2;54;0
6;2;52;0
6;2;55;0.997
6;2;58;0
6;2;56;0
6;2;51;0
6;2;54;0
6;2;55;0
6;2;53;0.998
6;2;55;0
6;2;55;0
6;2;52;0
6;2;55;0
6;2;52;0.997
6;2;53;0
6;2;52;0
6;2;54;0
6;2;54;0
6;2;57;0
6;2;53;0.997
6;2;55;0
6;2;52;0
6;2;54;0
6;2;58;0
6;2;57;0
6;2;54;0.998
6;2;54;0
6;2;55;0
6;2;52;0
6;2;52;0
6;2;54;0
6;2;55;0.997
6;2;54;0
6;2;52;0
6;2;52;0
6;2;54;0
6;2;55;0
6;2;56;0.997
6;2;51;0
6;2;52;0
6;2;55;0
6;2;56;0
6;2;51;0
6;2;56;0.998
6;2;53;0
6;2;55;0
6;2;51;0
6;2;58;0
6;2;54;0
6;2;57;0.997
6;2;51;0
6;2;58;0
6;2;55;0
6;2;53;0
6;2;55;0
6;2;51;0
6;2;57;0
6;2;57;0
6;2;55;0
6;2;57;0
6;2;52;0
6;2;54;0.998
6;2;54;0
6;2;55;0
6;2;54;0
6;2;55;0
6;2;57;0
6;2;57;0
6;2;55;0
6;2;54;0.997
6;2;52;0
6;2;57;0
6;2;55;0
6;2;56;0
6;2;55;0
6;2;56;0
6;2;53;0.998
6;2;52;0
6;2;51;0
6;2;54;0
6;2;55;0
6;2;59;0
6;2;52;0
6;2;55;0
6;2;54;0.996
6;2;50;0
6;2;51;0
6;2;56;0
6;2;52;0
6;2;51;0
6;2;51;0
6;2;51;0
6;2;57;0.998
6;2;57;0
6;2;56;0
6;2;56;0
6;2;56;0
6;2;53;0
6;2;53;0
6;2;55;0
6;2;54;0.997
6;2;50;0
6;2;52;0
6;2;57;0
6;2;57;0
6;2;53;0
6;2;52;0
6;2;55;0
6;2;56;0.997
6;2;52;0
6;2;55;0
6;2;53;0
6;2;55;0
6;2;55;0
6;2;54;0
6;2;54;0
6;2;59;0
6;2;54;0
6;2;57;0
6;2;57;0
6;2;54;0
6;2;53;0
6;2;52;0
6;2;54;0.997
6;2;51;0
6;2;49;0
6;2;55;0
6;2;55;0
6;2;55;0
6;2;56;0
6;2;55;0
6;2;57;0.998
6;2;58;0
6;2;54;0
6;2;55;0
6;2;55;0
6;2;53;0
6;3;61;0
6;3;61;0.997
6;3;59;0
6;3;59;0
6;3;61;0
6;3;60;0
6;3;60;0
6;3;61;0.997
6;3;60;0
6;3;62;0
6;3;59;0
6;3;61;0
6;3;62;0.997
6;3;61;0
6;3;58;0
6;3;61;0
6;3;61;0
6;3;58;0
6;3;61;0.998
6;3;61;0
6;3;61;0
6;3;62;0
6;3;59;0
6;3;62;0
6;3;63;0.997
6;3;63;0
6;3;61;0
6;3;60;0
6;3;59;0
6;3;62;0.997
6;3;59;0
6;3;61;0
6;3;62;0
6;3;60;0
6;3;60;0
6;3;62;0.998
6;3;61;0
6;3;60;0
6;3;59;0
6;3;61;0
6;3;62;0
6;3;59;0
6;3;61;0
6;3;60;0
6;3;60;0
6;3;60;0
6;3;59;0.997
6;3;61;0
6;3;62;0
6;3;60;0
6;3;61;0
6;3;60;0
6;3;61;0.998
6;3;62;0
6;3;60;0
6;3;60;0
6;3;58;0
6;3;62;0
6;3;59;0.997
6;3;61;0
6;3;61;0
6;3;61;0
6;3;57;0
6;3;59;0.997
6;3;59;0
6;3;61;0
6;3;60;0
6;3;64;0
6;3;61;0
6;3;59;0.998
6;3;64;0
6;3;61;0
6;3;60;0
6;3;61;0
6;3;58;0
6;3;59;0
6;3;62;0
6;3;61;0
6;3;59;0
6;3;60;0
6;3;62;0.997
6;3;61;0
6;3;59;0
6;3;62;0
6;3;61;0
6;3;60;0
6;3;59;0.998
6;3;60;0
6;3;61;0
6;3;59;0
6;3;61;0
6;3;58;0
6;3;61;0
6;3;59;0
6;3;58;0
6;3;60;0
6;3;62;0
6;3;60;0.997
6;3;59;0
6;3;62;0
6;3;57;0
6;3;62;0
6;3;62;0
6;3;60;0.998
6;3;57;0
6;3;62;0
6;3;59;0
6;3;59;0
6;3;62;0.997
6;3;59;0
6;3;60;0
6;3;62;0
6;3;58;0
6;3;61;0
6;3;60;0.997
6;3;59;0
6;3;59;0
6;3;62;0
6;3;62;0
6;3;60;0.998
6;3;60;0
6;3;62;0
6;3;60;0
6;3;60;0
6;3;61;0
6;3;60;0.997
6;3;62;0
6;3;60;0
6;3;57;0
6;3;59;0
6;3;61;0
6;3;60;0.997
6;3;62;0
6;3;59;0
6;3;59;0
6;3;63;0
6;3;62;0
6;3;62;0
6;3;62;0
6;3;62;0
6;3;58;0
6;3;62;0
6;3;61;0.998
6;3;57;0
6;3;60;0
6;3;59;0
6;3;61;0
6;3;60;0
6;3;57;0.996
6;3;60;0
6;3;61;0
6;3;61;0
6;3;59;0
6;3;60;0
6;3;59;0.998
6;3;60;0
6;3;61;0
6;3;62;0
6;3;56;0
6;3;59;0
6;3;60;0
6;3;59;0
6;3;60;0
6;3;61;0
6;3;62;0
6;3;59;0.997
6;3;63;0
6;3;63;0
6;3;61;0
6;3;62;0
6;3;61;0.998
6;3;59;0
6;3;60;0
6;3;59;0
6;3;58;0
6;3;61;0
6;3;58;0.997
6;3;61;0
6;3;62;0
6;3;58;0
6;3;60;0
6;3;62;0.997
6;3;60;0
6;3;60;0
6;3;62;0
6;3;59;0
6;3;58;0
6;3;60;0
6;3;59;0
6;3;60;0
6;3;60;0
6;3;62;0
6;3;60;0.997
6;3;62;0
6;3;63;0
6;3;58;0
6;3;56;0
6;3;63;0
6;3;61;0.997
6;3;60;0
6;3;61;0
6;3;57;0
6;3;58;0
6;3;61;0
6;3;59;0.998
6;3;61;0
6;3;62;0
6;3;62;0
6;3;59;0
6;3;60;0.997
6;3;61;0
6;3;61;0
6;3;60;0
6;3;60;0
6;3;59;0
6;3;61;0.997
6;3;60;0
6;3;60;0
6;3;60;0
6;3;62;0
6;3;61;0.998
6;3;58;0
6;3;60;0
6;3;60;0
6;3;59;0
6;3;61;0
6;3;59;0.997
6;3;60;0
6;3;62;0
6;3;60;0
6;3;60;0
6;3;60;0
6;3;59;0.997
6;3;60;0
6;3;61;0
6;3;58;0
6;3;61;0
6;3;61;0.998
6;3;62;0
6;3;59;0
6;3;63;0
6;3;62;0
6;3;59;0
6;3;61;0.997
6;3;59;0
6;3;61;0
6;3;62;0
6;3;62;0
6;3;57;0.997
6;3;61;0
6;3;61;0
6;3;55;0
6;3;58;0
6;3;62;0
6;3;59;0.998
6;3;61;0
6;3;60;0
6;3;63;0
6;3;62;0
6;3;61;0
6;3;55;0.997
6;3;58;0
6;3;60;0
6;3;63;0
6;3;61;0
6;3;57;0
6;3;60;0
6;3;63;0
6;3;61;0
6;3;59;0
6;3;62;0
6;3;61;0.998
6;3;58;0
6;3;62;0
6;3;63;0
6;3;62;0
6;3;60;0
6;3;61;0.997
6;3;60;0
6;3;62;0
6;3;62;0
6;3;62;0
6;3;62;0.997
6;3;58;0
6;3;63;0
6;3;61;0
6;3;60;0
6;3;60;0
6;3;59;0.998
6;3;63;0
6;3;62;0
6;3;61;0
6;3;61;0
6;3;59;0
6;3;64;0.997
6;3;58;0
6;3;62;0
6;3;59;0
6;3;56;0
6;3;60;0
6;3;60;0.997
6;3;59;0
6;3;62;0
6;3;56;0
6;3;61;0
6;3;57;0
6;3;61;0.998
6;3;63;0
6;3;61;0
6;3;60;0
6;3;61;0
6;3;64;0.997
6;3;60;0
6;3;63;0
6;3;60;0
6;3;60;0
6;3;62;0.998
6;3;59;0
6;3;60;0
6;3;58;0
6;3;62;0
6;3;62;0
6;3;61;0.997
6;3;59;0
6;3;61;0
6;3;61;0
6;3;60;0
6;3;60;0
6;3;63;0.997
6;3;61;0
6;3;60;0
6;3;62;0
6;3;62;0
6;3;63;0.997
6;3;62;0
6;3;59;0
6;3;58;0
6;3;60;0
6;3;61;0
6;3;60;0.998
6;3;63;0
6;3;62;0
6;3;61;0
6;3;61;0
6;3;58;0.997
6;3;60;0
6;3;61;0
6;3;59;0
6;3;59;0
6;3;59;0.997
6;3;60;0
6;3;60;0
6;3;61;0
6;3;61;0
6;3;58;0
6;3;63;0.998
6;3;60;0
6;3;61;0
6;3;58;0
6;3;59;0
6;3;61;0.997
6;3;60;0
6;3;61;0
6;3;59;0
6;3;60;0
6;3;59;0
6;3;59;0.998
6;3;63;0
6;3;61;0
6;3;58;0
6;3;60;0
6;3;60;0
6;3;60;0.997
6;3;61;0
6;3;61;0
6;3;58;0
6;3;60;0
6;3;59;0
6;3;62;0.997
6;3;59;0
6;3;64;0
6;3;60;0
6;3;62;0
6;3;60;0.997
6;3;60;0
6;3;59;0
6;3;58;0
6;3;62;0
6;3;61;0
6;3;61;0.998
6;3;60;0
6;3;57;0
6;3;61;0
6;3;61;0.997
6;3;62;0
6;3;63;0
6;3;60;0
6;3;59;0
6;3;63;0
6;3;61;0
6;3;61;0
6;3;57;0.998
6;3;63;0
6;3;60;0
6;3;58;0
6;3;60;0
6;3;62;0.997
6;3;61;0
6;3;61;0
6;3;59;0
6;3;63;0
6;3;60;0.998
6;3;61;0
6;3;59;0
6;3;61;0
6;3;61;0
6;3;59;0
6;3;63;0.997
6;3;59;0
6;3;59;0
6;3;59;0
6;3;60;0
6;3;61;0.998
6;3;58;0
6;3;61;0
6;3;61;0
6;3;60;0
6;3;59;0
6;3;61;0
6;3;61;0
6;3;59;0
6;3;59;0
6;3;59;0
6;3;61;0.998
6;3;59;0
6;3;58;0
6;3;63;0
6;3;62;0
6;3;60;0.999
6;3;61;0
6;3;61;0
6;3;61;0
6;3;59;0
6;3;61;0
6;3;62;0.996
6;3;62;0
6;3;63;0
6;3;62;0
6;3;62;0
6;3;60;0.996
6;3;60;0
6;3;62;0
6;3;59;0
6;3;59;0
6;3;58;1
6;3;63;0
6;3;59;0
6;3;64;0
6;3;60;0
6;3;60;1
6;3;60;0
6;3;59;0
6;3;61;0
6;3;61;0.995
6;3;63;0
6;3;60;0
6;3;61;0
6;3;63;0
6;3;58;0.996
6;3;64;0
6;3;61;0
6;3;62;0
6;3;62;0
6;3;59;0
6;3;61;0.997
6;3;59;0
6;3;61;0
6;3;61;0
6;3;60;0
6;3;60;0.997
6;3;58;0
6;3;61;0
6;3;59;0
6;3;61;0
6;3;62;0
6;3;61;0.997
6;3;59;0
6;3;60;0
6;3;59;0.998
6;3;59;0
6;3;59;0
6;3;61;0
6;3;60;0
6;3;60;0
6;3;60;0
6;3;59;0
6;3;59;0
6;3;59;0
6;3;62;0.997
6;3;60;0
6;4;63;0
6;4;63;0
6;4;64;0
6;4;64;0
6;4;64;0
6;4;61;0
6;4;63;0
6;4;63;0
