k;i;Max match;Time
3;2;6;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;6;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;7;1
3;2;7;0
3;2;8;0
3;2;7;0
3;2;5;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;8;0
3;2;6;0
3;2;8;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;8;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;8;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;8;0
3;2;7;0.997
3;2;5;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;8;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;6;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;8;0
3;2;6;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;8;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;8;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;5;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;8;0.995
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;8;0
3;2;5;0
3;2;8;0
3;2;7;0
3;2;8;0
3;2;8;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0.998
3;2;8;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;6;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;4;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;8;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;6;0
3;2;8;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;8;0
3;2;8;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;6;0
3;2;5;0
3;2;8;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;6;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;6;0
3;2;6;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;5;0
3;2;8;0
3;2;7;0
3;2;8;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;6;0
3;2;8;0
3;2;7;0
3;2;6;0
3;2;8;0
3;2;7;0
3;2;6;0
3;2;8;0
3;2;6;0
3;2;8;0
3;2;8;0
3;2;8;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;8;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;6;0.997
3;2;6;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;6;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;6;0
3;2;6;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;6;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;6;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;8;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;8;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;8;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;8;0
3;2;8;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;6;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;8;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;8;0
3;2;8;0
3;2;5;0
3;2;7;0
3;2;8;0
3;2;8;0
3;2;8;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;6;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;7;0
3;2;8;0
3;2;7;0
3;2;6;0
3;2;7;0
3;2;8;0
3;2;8;0
3;2;6;0
3;2;8;0
3;2;7;0
3;2;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0.997
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;1.001
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;6;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;6;0
3;3;7;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0.996
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;7;0
3;3;8;0.997
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;6;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0.997
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;7;0.998
3;3;7;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0.997
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0.997
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0.998
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;6;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0.997
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;6;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0.997
3;3;8;0
3;3;7;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;7;0
3;3;7;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;7;0.997
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;8;0
3;3;7;0
3;3;8;0
3;3;7;0
4;1;10;0
4;1;9;0
4;1;8;0
4;1;7;0
4;1;9;0
4;1;10;0
4;1;10;0
4;1;9;0
4;1;9;0
4;1;10;0
4;1;11;0
4;1;12;0
4;1;9;0
4;1;11;0
4;1;10;0
4;1;8;0
4;1;9;0
4;1;10;0
4;1;9;0
4;1;11;0
4;1;11;0
4;1;10;0
4;1;8;0
4;1;11;0
4;1;10;0
4;1;10;0
4;1;9;0
4;1;10;0
4;1;7;0
4;1;9;0
4;1;9;0
4;1;10;0
4;1;12;0
4;1;8;0
4;1;9;0
4;1;10;0
4;1;9;0
4;1;8;0
4;1;11;0
4;1;10;0
4;1;11;0
4;1;10;0
4;1;11;0
4;1;9;0
4;1;10;0
4;1;13;0
4;1;10;0
4;1;10;0
4;1;10;0
4;1;11;0
4;1;10;0
4;1;10;0
4;1;10;0
4;1;12;0
4;1;9;0
4;1;9;0
4;1;11;0
4;1;12;0
4;1;10;0
4;1;12;0
4;1;12;0
4;1;12;0
4;1;8;0
4;1;11;0
4;1;11;0
4;1;10;0
4;1;12;0
4;1;9;0
4;1;10;0
4;1;8;0
4;1;11;0
4;1;9;0
4;1;10;0
4;1;10;0
4;1;9;0
4;1;8;0
4;1;9;0
4;1;10;0
4;1;11;0
4;1;12;0
4;1;10;0
4;1;11;0
4;1;9;0
4;1;11;0
4;1;10;0
4;1;10;0
4;1;11;0
4;1;11;0
4;1;12;0
4;1;8;0
4;1;10;0
4;1;10;0.966
4;1;10;0
4;1;11;0
4;1;11;0
4;1;10;0
4;1;11;0
4;1;11;0
4;1;12;0
4;1;10;0
4;1;11;0
4;1;10;0
4;1;10;0
4;1;12;0
4;1;12;0
4;1;10;0
4;1;12;0
4;1;9;0
4;1;12;0
4;1;10;0
4;1;9;0
4;1;10;0
4;1;9;0
4;1;10;0
4;1;11;0
4;1;11;0
4;1;10;0
4;1;9;0
4;1;10;0
4;1;9;0
4;1;10;0
4;1;9;0
4;1;11;0
4;1;11;0
4;1;8;0
4;1;9;0
4;1;12;0
4;1;10;0
4;1;10;0
4;1;13;0
4;1;11;0
4;1;10;0
4;1;11;0
4;1;10;0
4;1;11;0
4;1;9;0
4;1;10;0
4;1;11;0
4;1;9;0
4;1;13;0
4;1;9;0
4;1;10;0
4;1;10;0
4;1;11;0
4;1;11;0
4;1;10;0
4;1;11;0
4;1;11;0
4;1;11;0
4;1;11;0
4;1;9;0
4;1;11;0
4;1;10;0
4;1;11;0
4;1;8;0
4;1;9;0
4;1;10;0
4;1;11;0
4;1;12;0
4;1;11;0
4;1;9;0
4;1;11;0
4;1;11;0
4;1;10;0
4;1;12;0
4;1;9;0
4;1;10;0
4;1;9;0
4;1;10;0
4;1;9;0
4;1;7;0
4;1;13;0
4;1;10;0
4;1;12;0
4;1;9;0
4;1;12;0
4;1;10;0
4;1;12;0
4;1;11;0
4;1;10;0
4;1;12;0
4;1;12;0
4;1;11;0
4;1;9;0
4;1;10;0
4;1;11;0
4;1;11;0
4;1;10;0
4;1;11;0
4;1;10;0
4;1;10;0.997
4;1;11;0
4;1;10;0
4;1;13;0
4;1;9;0
4;1;10;0
4;1;11;0
4;1;11;0
4;1;10;0
4;1;10;0
4;1;13;0
4;1;9;0
4;1;9;0
4;1;9;0
4;1;10;0
4;1;11;0
4;1;11;0
4;1;11;0
4;1;10;0
4;1;8;0
4;1;11;0
4;1;10;0
4;1;10;0
4;1;10;0
4;1;10;0
4;1;9;0
4;1;10;0
4;1;11;0.998
4;1;9;0
4;1;11;0
4;1;11;0
4;1;10;0
4;1;8;0
4;1;9;0
4;1;7;0
4;1;12;0
4;1;13;0
4;1;11;0
4;1;10;0
4;1;9;0
4;1;11;0
4;1;8;0
4;1;9;0
4;1;11;0
4;1;11;0
4;1;11;0
4;1;10;0
4;1;11;0
4;1;10;0
